classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,1.0,1.0,1.0,1.0,0.05768132209777832,1.472506046295166,36.672175395044604
KNN,1.0,1.0,1.0,1.0,0.0011708736419677734,6.57039213180542,8.21868754812992
LogisticRegression,1.0,1.0,1.0,1.0,0.03963637351989746,1.5547757148742676,34.731697622616196
