classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.8648648648648649,0.8918918918918919,0.8648648648648649,0.8764478764478765,0.011883974075317383,0.6517136096954346,56.773403914782776
KNN,0.8648648648648649,0.8918918918918919,0.8648648648648649,0.8764478764478765,0.0008325576782226562,3.1120598316192627,11.889231570701586
LogisticRegression,0.8378378378378378,0.8648648648648649,0.8378378378378378,0.8494208494208494,0.009598493576049805,0.6549899578094482,56.48941569080385
