classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.9838709677419355,0.9892473118279569,0.9838709677419355,0.9827956989247312,0.04233527183532715,1.8540394306182861,33.44049699057598
KNN,0.9838709677419355,0.9892473118279569,0.9838709677419355,0.9827956989247312,0.0011034011840820312,6.677270889282227,9.285230602148701
LogisticRegression,0.9838709677419355,0.9892473118279569,0.9838709677419355,0.9827956989247312,0.036032915115356445,1.8447299003601074,33.60925628618968
