classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,1.0,1.0,1.0,1.0,0.016744136810302734,0.6602275371551514,54.52665630264391
KNN,1.0,1.0,1.0,1.0,0.0007917881011962891,4.463864803314209,8.06476037833218
LogisticRegression,1.0,1.0,1.0,1.0,0.009196043014526367,0.6580226421356201,54.70936362183767
