classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.8793103448275862,0.8477011494252874,0.8793103448275862,0.8567049808429121,0.30407142639160156,19.21542263031006,9.055226280869595
KNN,0.867816091954023,0.8509578544061304,0.867816091954023,0.851559934318555,0.002894163131713867,42.2999062538147,4.113484293698837
LogisticRegression,0.8850574712643678,0.8572796934865899,0.8850574712643678,0.8666666666666669,0.09639573097229004,26.446402311325073,6.579344817933456
