classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.9375,0.9375,0.9375,0.9375,0.044161319732666016,2.0191397666931152,31.69666659818068
KNN,0.9375,0.9375,0.9375,0.9375,0.001238107681274414,8.263773202896118,7.74464623225267
LogisticRegression,0.9375,0.9375,0.9375,0.9375,0.04353213310241699,2.0113184452056885,31.819923967064803
