classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.795,0.7533333333333334,0.795,0.7636666666666667,0.39054369926452637,18.535313844680786,10.790213841315422
KNN,0.82,0.81,0.82,0.804,0.0018732547760009766,44.53497266769409,4.490852649497214
LogisticRegression,0.785,0.755,0.785,0.7616666666666668,0.14363384246826172,18.63743305206299,10.731091531827763
