classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.56,0.49200000000000005,0.56,0.5083333333333333,0.23137664794921875,4.831975698471069,20.695468321920977
KNN,0.63,0.5711666666666667,0.63,0.5847142857142856,0.0013091564178466797,17.58391833305359,5.68701458377589
LogisticRegression,0.52,0.45666666666666667,0.52,0.4746666666666667,0.07951021194458008,11.442235946655273,8.739550597121834
