classifier,accuracy,precision,recall,f1_score,training_time,inference_time,inference_speed
SVM,0.795,0.7533333333333334,0.795,0.7636666666666667,0.40104198455810547,19.275681257247925,10.375768167716366
KNN,0.82,0.81,0.82,0.804,0.0019214153289794922,44.96462082862854,4.447941432937914
LogisticRegression,0.785,0.755,0.785,0.7616666666666668,0.17997193336486816,28.75321125984192,6.95574481029635
